Donor_id,Amount,Project_id
UD18979,98.00,53735504679030662OZ16368
UD18980,93.00,53592214507589015AT60150
UD18981,20.00,53286605552695465HC68444
UD18982,58.00,53260567049049107NG56203
UD18983,63.00,53696653018004559TG85740
UD18984,78.00,53254415659062080EM38337
UD18985,52.00,53408568222876860PF71386
UD18986,38.00,53479848513999979NZ66077
UD18987,21.00,53441067336850999MZ28214
UD18988,84.00,53478378052480110HH62443
UD18989,59.00,53207657668731674BB11218
UD18990,64.00,53882957070248294HN64020
UD18991,60.00,53291315254379268JG44106
UD18992,17.00,53584438111220589CF98600
UD18993,68.00,53545385228988775FA30839
UD18994,44.00,53542023365404861YH86296
UD18995,72.00,53133401064330567UT71347
UD18996,20.00,53992247026069403UR81819
UD18997,92.00,53175708477980343BH19401
UD18998,37.00,53634610994669860WD66563
UD18999,83.00,53892247981937336EL24486
UD19000,64.00,53692584316588635AK54863
UD19001,78.00,53145562227675912EB25628
UD19002,32.00,53521208593479740KK61066
UD19003,25.00,53100784145276877VA52673
UD19004,54.00,53216770249241048JI16614
UD19005,80.00,53143473583092170GS71552
UD19006,55.00,53719907359921263CL23047
UD19007,22.00,53634587541964035TL97942
UD19008,52.00,53651485469348807NK43139
UD19009,81.00,53936271705517051RB54879
UD19010,39.00,53441231959211830SM74423
UD19011,99.00,53137139989798137WJ99061
UD19012,40.00,53866299457995458QN86965
UD19013,84.00,53165019114407181WU85234
UD19014,36.00,53409186788721124IX57252
UD19015,13.00,53804702635960938QV54443
UD19016,62.00,53971701102759853MJ69830
UD19017,83.00,53358194940236966IA44773
UD19018,56.00,53488480873752831WC52141
UD19019,26.00,53734308052919360UA53059
UD19020,62.00,53751823194952613EG22932
UD19021,62.00,53734343334561287XU19511
UD19022,80.00,53871728927679703UO99399
UD19023,82.00,53839424749757348DS25474
UD19024,68.00,53524250858167372ZT80676
UD19025,25.00,53140854923101125CB44883
UD19026,87.00,53383696090186287ND95530
UD19027,86.00,53155705815380130UR74913
UD19028,32.00,53467586591974276TP35888
UD19029,42.00,53981132774019075IA97767
UD19030,51.00,53618731894780015ZR63183
UD19031,71.00,53635364448421768DL32004
UD19032,39.00,53135426505114817KS97415
UD19033,40.00,53679050483242266UL79075
UD19034,25.00,53606883143868109SG75747
UD19035,43.00,53702903011913635QA35378
UD19036,22.00,53222493200573290HU65419
UD19037,29.00,53458107430607625OZ61003
UD19038,26.00,53234812149923498VD60973
UD19039,63.00,53149183030986486SB75433
UD19040,90.00,53437322645134945YS67357
UD19041,15.00,53634234389147332KI51334
UD19042,81.00,53515511175254491KS96783
UD19043,25.00,53716745199569769IP18425
UD19044,62.00,53953864619349509HM14144
UD19045,87.00,53360627079889011JB53076
UD19046,51.00,53497791655915320RS44903
UD19047,56.00,53141637960496117TN72829
UD19048,37.00,53923228778769505HM86625
UD19049,14.00,53986417831957527SN35995
UD19050,65.00,53124753541767767VO79668
UD19051,88.00,53342841963185110XY15197
UD19052,24.00,53805839987373848BC28163
UD19053,49.00,53167438436829704FZ49217
UD19054,68.00,53155106557476196MV39394
UD19055,20.00,53941022680810680DR95008
UD19056,77.00,53275476572025669BZ63060
UD19057,41.00,53120562507662397RZ74534
UD19058,92.00,53183092811035256MG24938
UD19059,74.00,53291172545170143FL92669
UD19060,94.00,53431803476148611QJ58982
UD19061,81.00,53844889331840841QO42073
UD19062,96.00,53426175253211609LQ38576
UD19063,76.00,53332890691528419UA43340
UD19064,20.00,53643733764408722XH80304
UD19065,69.00,53341558362272854LX19040
UD19066,75.00,53293914792563997HU97648
UD19067,29.00,53689766104622916ZD99179
UD19068,73.00,53822574073199477DC45756
UD19069,77.00,53219254923248533RV20395
UD19070,47.00,53327074193110655WC56213
UD19071,69.00,53529276276937590VI60835
UD19072,67.00,53852888904537800UN83851
UD19073,98.00,53553260858963544CQ53341
UD19074,56.00,53701682491117479JK87227
UD19075,16.00,53545086902104144JD82898
UD19076,27.00,53227317914261065WI56124
UD19077,55.00,53794486443914839SH26542
UD19078,72.00,53185838396331965HQ60739
UD19079,45.00,53501795194986039SM30030
UD19080,17.00,53309676008703678HQ66376
UD19081,53.00,53300613065366562VI86318
UD19082,59.00,53619680943050278HY75716
UD19083,82.00,53606133262103863SS51332
UD19084,15.00,53557604188815302UM47211
UD19085,77.00,53194535901584759WA27382
UD19086,68.00,53590347828519001OX81998
UD19087,86.00,53305855991514515VZ22845
UD19088,24.00,53279774852021834VP13518
UD19089,78.00,53306496124100934RR82166
UD19090,65.00,53848078301357007SG22110
UD19091,99.00,53249442702187210VY78754
UD19092,93.00,53392224900025745PU96341
UD19093,89.00,53522829760725567SW75436
UD19094,82.00,53207091118210649DZ81675
UD19095,93.00,53744721691563205BT39520
UD19096,40.00,53844830794041055KX29687
UD19097,74.00,53580778812739244VA10384
UD19098,24.00,53933585009287834SQ66277
UD19099,94.00,53276329680366335AQ40919
UD19100,62.00,53165199427549410EN43976
UD19101,45.00,53264757314223214TA69449
UD19102,46.00,53221769793612610WJ97293
UD19103,80.00,53361864736530315FQ11816
UD19104,17.00,53424872893697524GJ40959
UD19105,83.00,53319525110193209OS77366
UD19106,68.00,53663448466281581VR55789
UD19107,49.00,53133703196044768YQ92866
UD19108,27.00,53564349881246160PP66588
UD19109,53.00,53976093683166580IM54923
UD19110,45.00,53696005112743150HV77005
UD19111,25.00,53893204869146039TN79131
UD19112,95.00,53360296530627937SN98284
UD19113,66.00,53355928920852177JX29574
UD19114,98.00,53278401303109645IM96656
UD19115,99.00,53967711378500558QZ99729
UD19116,66.00,53195279650685649ND35652
UD19117,78.00,53712220616385445PJ24772
UD19118,48.00,53781481073422551NZ33735
UD19119,17.00,53799641307015786RX18345
UD19120,89.00,53946412450385388EI19167
UD19121,40.00,53527229178848901JC63019
UD19122,91.00,53188462379513516HX21400
UD19123,86.00,53420861407952608IV38502
UD19124,95.00,53372434656129303FH46222
UD19125,23.00,53724963256448866UP31238
UD19126,54.00,53754141339752919HK33880
UD19127,96.00,53430298871345635LM89843
UD19128,34.00,53972722890845830XF16154
UD19129,51.00,53167538959530891HZ15228
UD19130,17.00,53701350219341676YJ30694
UD19131,60.00,53881234211189232KL93483
UD19132,99.00,53837809944716878WI77253
UD19133,11.00,53926354459990367MI88902
UD19134,46.00,53390172463059010SN96019
UD19135,36.00,53511662594691322RH51500
UD19136,66.00,53394192341096051DI58647
UD19137,71.00,53983264400871247SD93460
UD19138,91.00,53726668827015188OD38817
UD19139,43.00,5398172102454524VX18546
UD19140,12.00,53319649702447117US75094
UD19141,26.00,53531583217100798MA85313
UD19142,60.00,53348807273703121BR52365
UD19143,37.00,53146687890799480EY47223
UD19144,59.00,53611553803809447DK95347
UD19145,27.00,53394682630919962BN40770
UD19146,41.00,53149935584368984ZA58235
UD19147,31.00,53771225802613214HD97643
UD19148,36.00,53183322911647406EE24073
UD19149,50.00,53503074521769286PN78454
UD19150,48.00,53183355191927287OJ34692
UD19151,84.00,53545272984601594DW25342
UD19152,11.00,53731042351912436OO10416
UD19153,47.00,53666085209873780SO80897
UD19154,67.00,53433224950094289AS56075
UD19155,21.00,53159827123577695AC47171
UD19156,81.00,53620425579648796MY13091
UD19157,64.00,53361627484353656ZS12992
UD19158,46.00,53215965782164251JK78086
UD19159,38.00,53872332455026133QJ57224
UD19160,27.00,53907166427037132YO66326
UD19161,83.00,53491903636672339GV48408
UD19162,80.00,53575282911438612ZV36075
UD19163,56.00,53685490651847820XG60912
UD19164,91.00,53990237293283149QW19622
UD19165,99.00,53980083930843674EB55395
UD19166,85.00,53258003750659196IV38567
UD19167,40.00,53506534976327294FS69289
UD19168,61.00,53577555203000583LE33379
UD19169,98.00,53927550898451321MD14268
UD19170,99.00,53148721268905086JV93011
UD19171,73.00,53485901153792801UC24531
UD19172,40.00,53875684352200327JZ77308
UD19173,64.00,53360717825593184YK50888
UD19174,94.00,53783552523628011DS82242
UD19175,38.00,53165744560832508AJ35518
UD19176,56.00,53130899991758282NW98346
UD19177,84.00,53857438742034134OP29711
UD19178,51.00,53220488731840339IV61270
UD19179,69.00,53119026445312309FC87380
UD19180,68.00,53991466669733714HN10380
UD19181,45.00,53620956614060277TK67765
UD19182,48.00,53586542963968880KE63881
UD19183,70.00,53756043133726079KK30291
UD19184,72.00,53349552891219131RE26334
UD19185,39.00,53440431140226244TW31046
UD19186,56.00,53290820262953186EW84070
UD19187,47.00,53619995971200186VW72582
UD19188,13.00,53415507588599542RY92636
UD19189,69.00,53492826656284400UO17672
UD19190,51.00,53451816686038371HB72216
UD19191,78.00,53758304769133706NA22466
UD19192,17.00,53140245796186341MW49589
UD19193,12.00,53199890023414354QX22104
UD19194,28.00,53685671169563566IY11392
UD19195,35.00,53802213729853129PT35312
UD19196,17.00,53831710778781108QL89974
UD19197,65.00,53910354594405754QB21797
UD19198,39.00,53570521208174698YB41674
UD19199,65.00,53770867023955496RX43569
UD19200,10.00,53436551526218544VZ79606
UD19201,89.00,53738720187553300NL53947
UD19202,23.00,53437488442686345UF38236
UD19203,11.00,53170122139401195MT19548
UD19204,93.00,53348634608944113WG72154
UD19205,47.00,53757439694082158TL67884
UD19206,86.00,53763008014263324UF27561
UD19207,22.00,53444198073586976NS58045
UD19208,15.00,53108603871514391XU50643
UD19209,15.00,53969637964030159YL41819
UD19210,12.00,53436148505070808JR20877
UD19211,10.00,53975502165964328JH83611
UD19212,13.00,53359685666073507FG78960
UD19213,86.00,53436443736879969AG85212
UD19214,78.00,53148020216202645JL51356
UD19215,37.00,53731268139074876KJ32606
UD19216,25.00,53827856631041006SG35234
UD19217,71.00,53149911441666887QJ18279
UD19218,85.00,53925008152836802IY66965
UD19219,30.00,53758794809357453YS55301
UD19220,37.00,53785191240315896UX87763
UD19221,28.00,53106962718082548SR92993
UD19222,12.00,53236726636433180GT46266
UD19223,90.00,53624513931746616RM48170
UD19224,88.00,53407273722578132KM46105
UD19225,33.00,53595051759998324MH25072
UD19226,77.00,53294127677902368VG31836
UD19227,31.00,53316652663638819CP48328
UD19228,74.00,53182406752334349OP75371
UD19229,99.00,53150880483151606KC77495
UD19230,66.00,53317701028777716PX40639
UD19231,18.00,53844963663859868CX44616
UD19232,50.00,53737822770119569EA73250
UD19233,92.00,53375816620607791QV11052
UD19234,94.00,53971187740108224PU40259
UD19235,24.00,53164689508544066UI85695
UD19236,32.00,53809294111184739VV87969
UD19237,40.00,53766799838954741QZ42162
UD19238,11.00,53871725814574877JV14882
UD19239,33.00,53242850525645459FZ47565
UD19240,75.00,53601052369876117MC11526
UD19241,24.00,53562550893891282IC74191
UD19242,87.00,53295989861390343BO34015
UD19243,35.00,53189600212714756MA50975
UD19244,67.00,53719197651741211KE71644
UD19245,34.00,53760167532058409XE88008
UD19246,35.00,53579672146413631XG43534
UD19247,37.00,53753919698123354NL17275
UD19248,77.00,53837344608322297RO20889
UD19249,38.00,53513070965843054AX33943
UD19250,68.00,53332766963812121TI68325
UD19251,63.00,53635120030649143OT64357
UD19252,47.00,53890405276166877JS39233
UD19253,26.00,53145733140341333ZB70962
UD19254,23.00,53741837362593973KM25872
UD19255,21.00,53921726591856273GJ27076
UD19256,26.00,53868654650283554MG84555
UD19257,40.00,53968273912759905WZ66430
UD19258,87.00,53716842787267722KT51887
UD19259,77.00,53462724482018872JA60893
UD19260,30.00,53657994091207479VS51344
UD19261,53.00,53982133569475119KT39149
UD19262,69.00,53683875759095085RT67982
UD19263,82.00,53543847814068510OZ59101
UD19264,50.00,53251904343181106NH69262
UD19265,65.00,53612101118211873XZ14217
UD19266,71.00,53336703067895101PK78996
UD19267,19.00,53123099561324936SL11529
UD19268,56.00,53775773215988426JN11216
UD19269,50.00,53425284813593951JP82753
UD19270,29.00,53722103327772918ZV76433
UD19271,32.00,53807958870435889YI57605
UD19272,41.00,53541348988238339RW95607
UD19273,76.00,53292277741742217PC71873
UD19274,47.00,53892659776213025AQ92149
UD19275,83.00,53621067388220552GJ58247
UD19276,15.00,53387678098427636ZE85796
UD19277,43.00,53871431306725305FM94321
UD19278,53.00,53873214808563443PF97639
UD19279,73.00,53104998992152551IX89689
UD19280,75.00,53517946714939230WX36764
UD19281,88.00,53887417689264999WU48649
UD19282,80.00,53217308977914166WD44895
UD19283,97.00,53552494855155375PF82566
UD19284,34.00,53323323237268414WO42226
UD19285,93.00,53735019210651338GC68022
UD19286,59.00,53495115546696169KM78181
UD19287,45.00,53962868729527161IZ38620
UD19288,42.00,53662872177631377OW74185
UD19289,21.00,53622712625295542QD60718
UD19290,18.00,53175072658907340RI20127
UD19291,99.00,53609293825741864GR16850
UD19292,99.00,53627187313775803FA94437
UD19293,62.00,53365477578163461SF32016
UD19294,20.00,53327699667581799CQ37129
UD19295,65.00,53754058905114327BJ65385
UD19296,33.00,53657069013032388RS62528
UD19297,82.00,53802893791107476BA13826
UD19298,24.00,53958209524240477SI94730
UD19299,67.00,53395026502338748SH98286
UD19300,49.00,53773724476433839PH77292
UD19301,40.00,53947834213039533GV49923
UD19302,81.00,53226970001812365SH41426
UD19303,39.00,53633310967367389BB41431
UD19304,92.00,53762791051589064TV67410
UD19305,44.00,53569014800480086QR39465
UD19306,65.00,53561574510070296WV12088
UD19307,84.00,53937442924055026OF97322
UD19308,24.00,53419409242496022ES32517
UD19309,53.00,53513977660717329MB43610
UD19310,71.00,53501091513859868BM59837
UD19311,70.00,53375447065062052YM99287
UD19312,79.00,53731915158147183VE85629
UD19313,87.00,53198571477804787EQ17269
UD19314,96.00,53305650900342415WH45659
UD19315,85.00,53400928040731942SR25370
UD19316,58.00,53256618625534840XV16867
UD19317,69.00,53229017394026809HQ74871
UD19318,92.00,53598956743682787RF59487
UD19319,50.00,53985181913842098GA61412
UD19320,80.00,53444599304308043MV15199
UD19321,15.00,53508402453976510XF74590
UD19322,54.00,53533482866598690QU87025
UD19323,39.00,53317241394033185WW83786
UD19324,24.00,53561252539834973QV39149
UD19325,15.00,53197746830134364VG47841
UD19326,36.00,53235418070609182TA20494
UD19327,98.00,53363285595135966LN27959
UD19328,22.00,53858766763808318UA31070
UD19329,87.00,53977645406172100ZF56833
UD19330,29.00,53363351662674284NE44531
UD19331,22.00,53455906847433585GD56078
UD19332,92.00,53431750733073505YM89786
UD19333,45.00,53249420538561956IM71512
UD19334,20.00,53147082405853489VY96776
UD19335,46.00,53533844054376586JB47888
UD19336,69.00,53698428447479789XX77674
UD19337,94.00,53181071625248436WP62141
UD19338,84.00,53696837388122476BO65905
UD19339,94.00,53179689162607748EQ60777
UD19340,98.00,53190681015202234HE82425
UD19341,19.00,53251552238690482RV65716
UD19342,14.00,53327800479630546KL62467
UD19343,35.00,53912185838570967YX86708
UD19344,73.00,53720989056514879LT31955
UD19345,42.00,53666587896046754VI27618
UD19346,95.00,53665721923240908ZU28987
UD19347,30.00,53965582736855328KM74018
UD19348,30.00,53525941426725964YW51473
UD19349,99.00,53642717687557900RI44234
UD19350,58.00,53265647776797364GK18496
UD19351,97.00,53726226837729591TY49739
UD19352,17.00,53485613067759578YL19949
UD19353,51.00,53363339909455121HL13172
UD19354,82.00,53525488686629059FL87030
UD19355,30.00,53645263084859115QA13775
UD19356,69.00,53624841622099207DZ17976
UD19357,83.00,53493933309147623YM75533
UD19358,32.00,53562901448978630JW93048
UD19359,92.00,53755472184345573KE19155
UD19360,29.00,53910518298125556CJ46067
UD19361,87.00,53505441867990117FC76980
UD19362,80.00,53399637305395517NO88754
UD19363,13.00,53822999104382125FX78804
UD19364,73.00,53816716527441196KQ87646
UD19365,71.00,53340839844895545VJ86287
UD19366,78.00,53141153644359584UK11439
UD19367,43.00,53393045945979101NU97668
UD19368,10.00,53265608137002012BX50686
UD19369,98.00,53419018793108826EQ94078
UD19370,84.00,53979155032448905DH48580
UD19371,17.00,53557368069250202PA63027
UD19372,36.00,53697519574503716HY69521
UD19373,30.00,53699752031804027CG52011
UD19374,95.00,53296123434831457LC23977
UD19375,81.00,53117866916794889HY81689
UD19376,83.00,53126102112812633FM93860
UD19377,52.00,53591389589192812RX70011
UD19378,45.00,53564513229448981QA28263
UD19379,98.00,53246841832118970HT91737
UD19380,70.00,53107646685362812QF21872
UD19381,12.00,53740461640502726CX49919
UD19382,56.00,53908308295190606OS54919
UD19383,83.00,53984044080460814NT72356
UD19384,66.00,53502453698374631CD16043
UD19385,33.00,53525162848900022SH21174
UD19386,29.00,53988540027003597GA99219
UD19387,99.00,53490115124165105YA90511
UD19388,49.00,53609385441485118QK84945
UD19389,65.00,53335535573108554FW56212
UD19390,39.00,53912652928082303CO19642
UD19391,81.00,53507143265762565IM23924
UD19392,26.00,53831334629236605YZ34813
UD19393,29.00,53446575497572269UQ51434
UD19394,31.00,53274089012628424XS66883
UD19395,15.00,53146815151497146EE66694
UD19396,71.00,53598152458707922XH50291
UD19397,80.00,53869586514566654XV17233
UD19398,42.00,53575889121328292KU15032
UD19399,40.00,53148272707838874FS71521
UD19400,34.00,53787972692241189KM39603
UD19401,90.00,53159101712733789IL71252
UD19402,41.00,53192834910012015PB41279
UD19403,42.00,53227793794574662YO70190
UD19404,10.00,53371063899326491AC41815
UD19405,17.00,53878112230677634IX95049
UD19406,98.00,53619222405854608CS53176
UD19407,48.00,53958846554555347PC13260
UD19408,62.00,53211152004064940JA12153
UD19409,13.00,53367367139505686TI44162
UD19410,42.00,53428871754386353JR65813
UD19411,98.00,53558994208556374YY50476
UD19412,13.00,53203581997627947VS64634
UD19413,85.00,53630741655101792QU54697
UD19414,94.00,53307608156715103SW94329
UD19415,13.00,53453288344036949OY31931
UD19416,50.00,53995119767098389MU78844
UD19417,30.00,53345867069382644DZ83679
UD19418,29.00,53564638989550864NK56866
UD19419,21.00,53684751999288491ED20947
UD19420,31.00,53916236278754341QL72295
UD19421,96.00,53255101395213599YU11232
UD19422,94.00,53129697769369387GN75857
UD19423,59.00,53272004922521080VV47037
UD19424,22.00,53756945450013198LT69808
UD19425,16.00,53755849362539579FJ36249
UD19426,32.00,53418813073207834ZX31526
UD19427,50.00,53213733032583100KG31221
UD19428,79.00,53653962536195212MZ18304
UD19429,11.00,53671157507542214IQ85964
UD19430,44.00,53847227872879963FD28162
UD19431,31.00,53300841311297824VN52507
UD19432,40.00,53958069824888814VC74665
UD19433,34.00,53944539355725029VV75855
UD19434,19.00,53772988618020625KT26972
UD19435,68.00,53979935142546462UO47469
UD19436,71.00,53201804772203782NS62002
UD19437,85.00,53489777740805208ZK27183
UD19438,63.00,53392455562930818HK31622
UD19439,77.00,53805094575955758UM73135
UD19440,53.00,53878995831916450RN49089
UD19441,82.00,53936854967755839PZ88660
UD19442,16.00,53884008030270786KD77491
UD19443,72.00,53126908079194735QY87203
UD19444,62.00,53273450610355836MA30377
UD19445,62.00,53127887682546901EY64652
UD19446,70.00,53633948442395204JI57079
UD19447,82.00,53860724086795055QA41634
UD19448,97.00,53400291813623935TV95666
UD19449,65.00,53162098850630020AF21955
UD19450,30.00,53697679471980754OO41591
UD19451,10.00,53240278704946565EF52482
UD19452,57.00,53463859972093756UM51518
UD19453,91.00,53623282142201823KD30198
UD19454,66.00,53691909684587634CG41252
UD19455,71.00,53673286760033677AZ82256
UD19456,45.00,53821317654984399LZ10076
UD19457,93.00,53955663761744673CZ37670
UD19458,91.00,53111446258034296QH73726
UD19459,67.00,53989755346123322EB57736
UD19460,72.00,53231991509868411HT27286
UD19461,36.00,53789400644101207XB50930
UD19462,51.00,53885388561358036NR35930
UD19463,17.00,53932588154277239HZ60730
UD19464,72.00,53120043980491558SH78267
UD19465,53.00,53424755671038758MF97475
UD19466,51.00,53509185683475317IL75064
UD19467,10.00,53749101921649789FG25648
UD19468,47.00,53170099768775813JQ73160
UD19469,66.00,53933310321723239EZ47159
UD19470,89.00,53235457571767841KF40871
UD19471,94.00,53278285714747507KK36045
UD19472,61.00,53153050118660890HL70303
UD19473,76.00,53219069286759266FP86284
UD19474,52.00,53116406865135532DV74778
UD19475,82.00,53814602200277100CV82679
UD19476,26.00,53943733650398344XO32939
UD19477,80.00,53743932572831276MM55443
UD19478,25.00,53315715598751374SW90963
UD19479,96.00,53235731328969612TB36305
UD19480,60.00,53844222139854596ZC17157
UD19481,25.00,53929928500989217JO12602
UD19482,79.00,53590808751937646ET42588
UD19483,62.00,53535280827206719TW98881
UD19484,16.00,53321615430809869BT83680
UD19485,30.00,53517567511838297XQ22624
UD19486,48.00,53569129111733583WN99619
UD19487,81.00,53150756765689455RU63497
UD19488,21.00,53967508493834196GL14065
UD19489,34.00,53891322644867209YP56819
UD19490,89.00,53119788927292821YE89318
UD19491,54.00,53843424975708801YJ90230
UD19492,19.00,53524803972417716HX45296
UD19493,58.00,53506610428148434JE72163
UD19494,72.00,53303454479146677FW56490
UD19495,58.00,53302912651350041VX11653
UD19496,65.00,53770738407473573FX16374
UD19497,75.00,53250303876901159RD65203
UD19498,87.00,53427149596217682QA84328
UD19499,69.00,53460926725569508PW65724
UD19500,76.00,53566939339477074VW45441
UD19501,54.00,53241288843462524XE40538
UD19502,94.00,53846525460280987MW21890
UD19503,67.00,53140012847405590GO75086
UD19504,47.00,53677035573954391DJ29680
UD19505,68.00,53849480244112729TK35398
UD19506,98.00,53442103224329242CF56516
UD19507,34.00,53877157124511965JC26755
UD19508,66.00,53336285603516158IM75508
UD19509,53.00,53943761120493127NO24136
UD19510,20.00,53625279416896987ZZ66888
UD19511,87.00,53670014903997891BD81892
UD19512,80.00,53701416524213367IW52897
UD19513,98.00,53397182126813450SZ22413
UD19514,97.00,53723683576585548LX75917
UD19515,99.00,53374958912874545BF83808
UD19516,42.00,53445343452818876JT72891
UD19517,69.00,53595174886703261II44830
UD19518,37.00,53501673580283855XT18493
UD19519,39.00,53744955611562548CX92261
UD19520,44.00,53122566899720252MC52452
UD19521,58.00,53984470841015224VG77830
UD19522,87.00,53729557423427848ZZ87647
UD19523,67.00,53630382733280575NG70129
UD19524,37.00,53194060760773571CT95634
UD19525,91.00,53944616698985021QU41633
UD19526,48.00,53714210799756391HA60914
UD19527,74.00,53316836729599864TM77184
UD19528,84.00,53404825844412914MP51805
UD19529,89.00,53494088564259881RS11445
UD19530,91.00,53424233274545021BZ92151
UD19531,84.00,53530589094982677BW84738
UD19532,11.00,53794616870620644WG61081
UD19533,28.00,53274781797823374ED31273
UD19534,89.00,53928173327176048GJ85265
UD19535,39.00,53212250913035092YX17814
UD19536,41.00,53733465660018894GH42090
UD19537,69.00,53237612032795625AS78132
UD19538,31.00,53141322575189063GJ36578
UD19539,68.00,53176606837377991KJ23674
UD19540,99.00,53387523019079420WI95967
UD19541,97.00,53806435902120906LQ69884
UD19542,97.00,53257968499348629ML50754
UD19543,48.00,53639623371271547UG76659
UD19544,35.00,53366318727981100YJ52739
UD19545,66.00,53358063716771495WY85644
UD19546,10.00,53710690491360577WW29931
UD19547,30.00,53583584109710532PR58164
UD19548,94.00,53879179936869028OX83367
UD19549,16.00,53261588788622559DV11015
UD19550,84.00,53627556910493483YM71516
UD19551,34.00,53807678839674872UD15412
UD19552,29.00,53683197001090522ZS74099
UD19553,77.00,53612064948327565PF94026
UD19554,81.00,53990745186517163TW67961
UD19555,17.00,53987803906030999NB43063
UD19556,90.00,53353387246294254EC41053
UD19557,16.00,53777679227544034ZR95434
UD19558,31.00,53654452330445869LA61810
UD19559,59.00,53362569242701296JD59446
UD19560,96.00,53623094129263031AZ44212
UD19561,28.00,53708136543420819IR53930
UD19562,62.00,53758066946853498SN29792
UD19563,90.00,53559826154510495QW12379
UD19564,78.00,53190241742812726LF71325
UD19565,40.00,53349536779821008FD38667
UD19566,96.00,53893540647698923OY17615
UD19567,32.00,53719807410842304PR65203
UD19568,49.00,53879173482125607VU74096
UD19569,39.00,53784398738285010SI10262
UD19570,13.00,53272658729141976MA83232
UD19571,41.00,53102919829707381CQ44182
UD19572,51.00,53993853622869413CH23905
UD19573,32.00,53560593236294122VS18955
UD19574,18.00,53304545358788735MT90602
UD19575,13.00,53278191967902047VA33309
UD19576,91.00,53677922931207078SR71818
UD19577,82.00,53739687260150893SP98159
UD19578,60.00,53712954290103342PH11128
UD19579,75.00,53278359961573628FL19360
UD19580,90.00,53213380378593304HI95781
UD19581,81.00,53732856720460447SK84275
UD19582,18.00,53228935668634666KA71403
UD19583,27.00,53597956876889166AK37766
UD19584,65.00,53226684017127858RW79113
UD19585,30.00,53527923264272079LH15806
UD19586,37.00,53903848782381437KZ51862
UD19587,28.00,53912332299780881HN26505
UD19588,15.00,53571767655048570PV12840
UD19589,89.00,53858006781584840WH98635
UD19590,37.00,53103080587954878ZZ39282
UD19591,43.00,53722696312450988DA43734
UD19592,43.00,53241749734442771BC83704
UD19593,34.00,53149439886679872FL34705
UD19594,61.00,53874822133237538IA94049
UD19595,80.00,53257281579962375OJ90617
UD19596,32.00,53980302318726057BU89666
UD19597,60.00,53159448609007234LQ77066
UD19598,51.00,53817079282158358WU44389
UD19599,35.00,53445571575828744TK10682
UD19600,55.00,53477456631211507WB50217
UD19601,61.00,53192952277122107BC67458
UD19602,51.00,53213726812295337RR77424
UD19603,74.00,53893892180442272AE49062
UD19604,90.00,53948210454633403PB92024
UD19605,36.00,53694964895549342UT50038
UD19606,23.00,53555571921612785PP73266
UD19607,93.00,53144112072625674FK37985
UD19608,82.00,53282947044588867FE15596
UD19609,34.00,53679052341312425PZ62746
UD19610,72.00,53689101940779296KQ73292
UD19611,79.00,53164405361111972HQ46317
UD19612,10.00,53625437350284063CN73474
UD19613,47.00,53798021478495734BA21862
UD19614,95.00,53160239546349127FN41268
UD19615,30.00,53613628319583791TX84461
UD19616,36.00,53940973812408707XU35746
UD19617,91.00,53190530487891603HR23108
UD19618,87.00,53461074969116524XK22243
UD19619,84.00,53613912166802312RV78792
UD19620,66.00,53790986846873932VG37860
UD19621,19.00,53966096008569194LO40498
UD19622,69.00,53929491586831474UZ42625
UD19623,76.00,53254705498064532RX70610
UD19624,73.00,53273523748347076QG30493
UD19625,65.00,53168342168271023TC66293
UD19626,41.00,53781148435137234OC85844
UD19627,64.00,53447219053432725IV59567
UD19628,84.00,53330938871901887OG31201
UD19629,28.00,53707935023346055CK77733
UD19630,29.00,53116901938709125RX71086
UD19631,58.00,53684551279287682DA31533
UD19632,32.00,53842292287172819CP84241
UD19633,31.00,53800664294272207OG65432
UD19634,62.00,53680473888360606YR66274
UD19635,81.00,53986732904233901SD67541
UD19636,67.00,53425046892210324CB95323
UD19637,87.00,53732431810153833FP68036
UD19638,16.00,53334926199918837SL28932
UD19639,27.00,53666675747643399QO64941
UD19640,69.00,53549720788330311WR14168
UD19641,47.00,53782087222940636IW32208
UD19642,13.00,53307055188108671LK55527
UD19643,21.00,53119516697365544CK26464
UD19644,25.00,53923044250625231ZO24839
UD19645,78.00,53203436318925979GP67222
UD19646,38.00,53816154459409428VP97848
UD19647,38.00,53763654030285972PT35414
UD19648,15.00,53943502794052949EU45475
UD19649,70.00,53803254817743112AZ97750
UD19650,96.00,53182945002313512BA57755
UD19651,60.00,53852370604734543UT62469
UD19652,11.00,53383455638550447ER76867
UD19653,20.00,53349939714863421OE84236
UD19654,88.00,53622989080958455NZ84822
UD19655,34.00,53364632273057733PG85431
UD19656,79.00,53222644578591523VF18844
UD19657,53.00,53593300437262023HW66768
UD19658,90.00,53304016128065131HO47424
UD19659,50.00,53301637425716694PC72635
UD19660,23.00,53938337862610165JJ83536
UD19661,15.00,53178333338204935GC73392
UD19662,54.00,53701118642138063XI96468
UD19663,76.00,53713895653484042XE35696
UD19664,55.00,53375750693469705LJ46747
UD19665,10.00,53850843405776310EL74007
UD19666,12.00,53772771137680758LC26855
UD19667,33.00,53779624869935521NT51311
UD19668,43.00,53574191837255981UG60480
UD19669,66.00,53521117891137227EN96781
UD19670,15.00,53565393921650890KI24786
UD19671,30.00,53510441245630563SB13040
