Project_Name,Project_id,Start_date,End_date,Introduction,Project_province,Category,Status
小机器人创客教室,53990263956033158RA42413,2019/7/31,2021/5/10,为贫困地区的学生提供先进的人工智能学习平台及教师培训,全国范围,教育助学,2
源公益专项基金,53478490640312467JP30780,2019/8/12,2021/5/10,北京新阳光慈善基金会源公益专项基金由王源和陈砺志发起,全国范围,疾病救助,2
一对一结对助学,53119627068630051SR95136,2019/8/2,2021/5/10,3000元帮助山区孩子完成三年的学业,全国范围,教育助学,2
辽宁先心病儿童救助,53154019220802719OG81307,2018/10/23,2021/5/10,辽宁省慈善总会进行辽宁省内0-14周岁先心病儿童免费救助,辽宁省,疾病救助,2
慈善安老院改造项目,53495817457083244BA82122,2018/10/23,2021/5/10,发展具有品牌效果的沈阳慈善安老院,辽宁省,其他,2
百蹊班级图书角,53607862046426770BF64630,2021/1/18,2021/5/9,20元，圆山区孩子阅读梦,江西省,教育助学,2
圆宁夏学子游学梦想,53400956135707567FC20327,2021/5/8,2021/5/9,中科大研支团组织宁夏海原品学兼优学生赴安徽合肥开展游学,宁夏回族自治区,教育助学,2
儿童安全小达人培育,53599529918735137SD17144,2020/8/3,2021/5/9,培训家长，培训儿童演员，用情景剧学习安全教育知识,广东省,教育助学,2
量健公益,53703794078946957PM22681,2019/8/13,2021/5/9,为大凉山的困境学生和困难学校给予关心和帮助,四川省,教育助学,2
顶梁柱不幸患尿毒症,53577307471595749FP79355,2020/11/10,2021/5/9,六口之家，务农为生....如今深陷困境......,陕西省,疾病救助,2
急救27天先心女婴,53201446279090032FG70649,2020/11/10,2021/5/9,复杂先心病患儿，急需心脏手术，家贫无力负担,北京市,疾病救助,2
爱家乡助教帮扶,53571689301744392DK47280,2020/11/10,2021/5/9,献出一份爱心，成就一个梦想，一份善举，推动家乡教学发展,北京市,教育助学,2
艾滋病红丝带关爱,53138512117037588WS39716,2020/11/10,2021/5/9,对困难艾滋病病人给予一定的救助,浙江省,疾病救助,2
毕节市同心活水工程,53206316384861850JC41287,2020/8/21,2021/5/9,全社会同心助力，让他们远离贫困，拥抱美好生活。,贵州省,济困救灾,2
5个月小承阳的心生,53185301376606438VM82175,2020/11/10,2021/5/9,复杂先心病患儿，急需心脏手术，家贫无力负担,北京市,疾病救助,2
助力9岁小文肝移植,53230041763394871SQ47986,2021/1/29,2021/5/8,为患有肝硬化的小文筹集后续治疗费用,全国范围,疾病救助,2
用爱助小伟二次移植,53722118435818386LQ87737,2021/4/9,2021/5/8,为白血病患儿小伟筹集后续治疗费,河北省,疾病救助,2
成成妈妈爱你,53578616909245277GO27901,2021/3/17,2021/5/8,为白血病患儿成成筹集后续治疗费用,河北省,疾病救助,2
抗癌小勇士德涵,53680478353972328CA58326,2021/2/12,2021/5/8,德涵患白血病，化疗后需进行移植手术，费用断裂，盼捐,安徽省,疾病救助,2
血癌少年艰难排异,53703494989417928OR33390,2020/12/16,2021/5/8,13岁少年血癌复发等待排异。,安徽省,疾病救助,2
让儿童远离语言暴力,53399758145099838HW58149,2020/7/13,2021/5/8,让孩子远离暴力语言伤害，健康快乐地成长。,全国范围,教育助学,2
众手浇开太阳花,53767930293462870UO99228,2019/8/15,2021/5/8,每14元，能够让一名困境家庭孩子生活一天！,北京市,其他,2
关爱罕见病患者,53453643523826200UG36001,2019/8/20,2021/5/8,资助患小胖威利综合征、马凡综合征的罕见病患者,北京市,疾病救助,2
特殊儿童圆梦计划,53701697541660668RH76253,2021/1/20,2021/5/8,关爱特殊少年，圆梦折翼天使。,重庆市,教育助学,2
“眼”护未来,53172163444810735KK99567,2020/11/9,2021/5/8,为乡村学生科普科学用眼，为青少年儿童健康快乐成长护航,河北省,教育助学,2
大爱护童“心”,53826857798033491HC43609,2020/11/9,2021/5/8,您的一份温情，将为先心病患儿减轻一份痛苦,湖南省,疾病救助,2
改善贫困村人居环境,53182719587598082EA73896,2020/11/9,2021/5/8,用行动帮助贫困，用爱心抚慰心灵。,江西省,济困救灾,2
爱心护佑白血病患儿,53940474549648925WL33124,2020/8/19,2021/5/8,我们一起，为救助白血病患儿奉献爱心。,江苏省,疾病救助,2
麦暖童心,53109465989443289TC63517,2020/8/4,2021/5/8,为欠发达地区孩子们提供成长中的学习和生活用品,全国范围,教育助学,2
益援站一期,53975354825630946SJ14534,2020/8/7,2021/5/8,搭建患者与患者家属传递爱与感恩的桥梁,江苏省,疾病救助,2
少年的求生告白书,53250652312708622EY50729,2021/2/4,2021/5/7,母亲离世，姐姐疯癫，阳光少年不幸患病无奈求助。,山东省,疾病救助,2
单亲妈妈难救重病女,53690231711191746QM76464,2021/1/19,2021/5/7,9岁女童患再障，单亲妈妈一人难支撑，盼救援,全国范围,疾病救助,2
移植后复发盼援助,53521567148075063XB30712,2021/3/4,2021/5/7,为移植一年半后白血病复发的小念筹集后续医疗费用,全国范围,疾病救助,2
四季微爱特殊的你,53103984647879181YM10259,2020/8/3,2021/5/7,让困境儿童、困境母亲、特殊老人、残障人士不再孤单无助,浙江省,济困救灾,2
原点乡村学校计划,53949470422583628NG80391,2020/7/29,2021/5/7,20元帮助村小的孩子在家门口接受更好的教育。,全国范围,教育助学,2
心莲心共筑一个家,53936178560824420QP43106,2019/12/30,2021/5/7,在天津长期就医的胆道闭锁家庭共同的[家],天津市,其他,2
城市自然探索家计划,53746680142338427NA50620,2020/5/8,2021/5/7,在不断开发的城市绿地开展以公民科学为主的生物多样性速查,广西壮族自治区,自然保护,2
温暖的家,53983614582904022KZ25935,2019/5/23,2021/5/7,为异地大病贫困儿童在津就医期间提供生活帮扶,天津市,其他,2
16个人坚守的家,53972663602729622TC88995,2017/8/19,2021/5/7,年过半百的志愿者们把闲置衣物变成温暖人心的爱,四川省,其他,2
关爱智障残疾人增能,53639837907588555SR74079,2020/8/29,2021/5/7,"用镜头语言了解和反映残疾人的困境与需求,关爱增能。",北京市,其他,2
肝部真菌感染血癌娃,53742140582434662SO28631,2021/3/9,2021/5/6,白血病男童倾家荡产，现在已见到光明，只差费用，盼捐。,天津市,疾病救助,2
被病痛折磨的妹妹,53642941946026558DZ94555,2021/1/20,2021/5/6,妹妹被查出来左侧隔疝，左侧肺不张，已经下发病危通知书,吉林省,疾病救助,2
救助白血病幼儿豪豪,53232959424171439NZ96146,2021/5/6,2021/5/6,为吴宇豪小朋友募集治疗白血病的医疗费用,四川省,疾病救助,2
医生难救血癌女儿,53932083938340141CY19694,2020/12/17,2021/5/6,14岁女儿身患血癌，医生爸爸无能为力。,甘肃省,疾病救助,2
他喊妈妈叫“阿姨”,53776283106080088BI46400,2020/12/9,2021/5/6,不认得妈妈，2岁男童发育迟缓，康复路上却无钱再治,贵州省,疾病救助,2
急救克罗恩娃欣然,53702757694269426XT68009,2020/7/29,2021/5/6,欣然患有克罗恩，急需治疗费用，盼捐,江苏省,疾病救助,2
和残疾父亲努力生活,53553634779750410MS63383,2021/4/30,2021/5/5,为特殊家庭孩童解决食宿,内蒙古自治区,教育助学,2
美术燃梦三期项目,53172265906857183TN40787,2020/11/6,2021/5/5,五元钱---一笔一笔画出孩子们的梦。,湖南省,教育助学,2
儿在陪我  我在陪儿,53225557898683352BK91098,2020/11/6,2021/5/5,白血病母亲医院看病还要照顾傻儿子，为特困家庭助力！,河南省,疾病救助,2
4进ICU的血癌男孩,53256583311659841MR55244,2020/11/6,2021/5/5,郑宇轩患白血病募集后续治疗费用,北京市,疾病救助,2
阳光少年勇敢抗瘤,53325301916951840ZR26787,2020/11/6,2021/5/5,患者不幸患淋巴瘤急需救助,内蒙古自治区,疾病救助,2
排骨男孩最后的倔强,53865700574954237KH99934,2020/11/6,2021/5/5,没钱渡过抗排异阶段，导致骨髓移植失败，再次复发,河南省,疾病救助,2
贫困娃的清洁包,53983489798713977WZ30972,2020/11/6,2021/5/5,为贫困儿童送去清洁大礼包,河北省,教育助学,2
生死决择时两次谈话,53260255574007765OS51871,2020/11/6,2021/5/5,2年后复发，现孩子移植后，期间两次谈话生死抉择，盼捐,辽宁省,疾病救助,2
女孩患血癌急需化疗,53193192513137722MR92253,2020/11/6,2021/5/5,5岁女孩身患白血病急需化疗,山西省,疾病救助,2
铁骨铮铮却无钱医治,53357186932826486XY63475,2020/11/6,2021/5/5,曾保家卫国但身患重病，不给组织找麻烦咬牙坚持着。,河南省,疾病救助,2
急救患恶瘤爸爸,53337374476226391NP24282,2020/11/6,2021/5/5,何洪患恶性滑膜肉瘤，急需救助！希望大家献出一份爱心！,河南省,疾病救助,2
挽救乳腺癌患者,53610641594395720MH32647,2020/11/6,2021/5/5,为乳腺癌患者筹集治疗费用，助她早日康复。,河北省,疾病救助,2
血癌青年盼救助,53756097193960673YI72896,2020/11/6,2021/5/5,27岁男青年正为事业打拼的年龄遇血癌无奈盼助！,河南省,疾病救助,2
孪生姐妹同胎不同命,53419892323509034UH86840,2020/11/6,2021/5/5,脑瘫患儿腿部无钱手术，急需救助,河南省,疾病救助,2
我要逃离洁白的牢笼,53338853232973471UP68730,2020/11/6,2021/5/5,罗明骏患急性髓系白血病募集移植费用,北京市,疾病救助,2
脑瘫患儿8年求医路,53428408015882543LR91007,2020/11/6,2021/5/5,患儿脑性瘫痪求医八年，花费50多万元，急需手术费用治疗,河南省,疾病救助,2
立志学医战胜血癌,53572808133245180SN99949,2020/11/6,2021/5/5,刘笑患有骨髓增生异常综合症，急需救助。,河南省,疾病救助,2
河南2岁血癌女盼救,53133754862112777QF88051,2020/11/6,2021/5/5,2岁血癌女配型成功，却无钱医治求大爱相助！,河南省,疾病救助,2
流浪猫狗筹粮计划,53390099568505419OP92581,2020/11/6,2021/5/5,为城市流浪动物筹取宠粮，让它们不再挨饿。,重庆市,自然保护,2
拯救大病患者家庭,53583422082281681JA32281,2020/8/20,2021/5/5,帮助大病患者家庭重建治疗和生活的信心,全国范围,疾病救助,2
残健融合友好社区梦,53684092082023240DG87902,2020/8/14,2021/5/5,助心智障碍者群体融入社会,吉林省,济困救灾,2
福建文化传承在身边,53212270806474988MJ42445,2020/8/7,2021/5/5,传播福建非遗文化，让更多的人关注到非物资文化遗产,福建省,其他,2
一元钱助残公益行动,53871552259042453HX21082,2018/8/14,2021/5/5,一元助力海南扶残助困公益事业。,海南省,其他,2
我有棵胡杨在G7,53219382239536790ID48918,2018/4/27,2021/5/5,胡杨林种植公益项目，助力重建G7公路沿线额济纳绿洲生态。,内蒙古自治区,自然保护,2
血癌女娃盼进幼儿园,53842605154195254FJ99567,2021/4/30,2021/5/4,菲菲患有急性淋巴细胞白血病，家庭面临很多困难。,安徽省,疾病救助,2
小可欣急盼救心,53537472861581954KV96915,2021/4/29,2021/5/4,患先天性心脏病，急需手术，家庭无力负担,北京市,疾病救助,2
希望工程圆梦行动,53337600153245584WH29765,2020/7/29,2021/5/4,旨在为家庭困难、品学兼优的大学新生提供资助。,宁夏回族自治区,教育助学,2
大地守护教育行动,53363895999809327PB36011,2019/8/19,2021/5/4,借助中国文化的智慧，解决环境问题，迈向高等心灵,浙江省,自然保护,2
陪乡村教师阅见世界,53836290408756676HR61493,2018/8/5,2021/5/4,每月为乡村教师送去一个阅读礼包，助力乡村教师成长。,全国范围,教育助学,2
残疾人温暖工程,53380534563361537EZ10072,2020/11/5,2021/5/4,点滴温暖成就大爱，一份善举为残疾人提供温暖、培训与支持,全国范围,其他,2
守护视障儿童未来,53500945709560064UW57539,2020/11/5,2021/5/4,帮助1-7岁家庭中视障儿童进行早期干预康复训练。,北京市,教育助学,2
孩子、你回来吧,53994664967820030PA68431,2020/11/5,2021/5/4,身患尿毒多年又突发脑出血，儿子查出肾囊肿一家人艰难度日,河南省,疾病救助,2
姐姐捐髓救血癌弟弟,53151051727413515LO80989,2020/11/5,2021/5/4,9岁的杨勋确诊白血病需移植，12岁姐姐自愿捐髓救亲弟,云南省,疾病救助,2
7个月宝宝需肝移植,53518524661322801CT39461,2020/11/5,2021/5/4,7个月大女宝宝急需肝移植,广东省,疾病救助,2
急救复杂先心儿轶迪,53434274176302900RA83718,2020/11/5,2021/5/4,复杂先心病患儿，急需三期心脏手术，家贫无力负担,北京市,疾病救助,2
宝宝确诊肝母细胞瘤,53956844747515481OV43265,2020/11/5,2021/5/4,新生儿宝宝确诊肝母细胞瘤，急需化疗,河北省,疾病救助,2
儿子要告别血袋生活,53621234545173076XW82470,2020/11/5,2021/5/4,14年输血排铁治疗，小小少年渴望摆脱血袋,广西壮族自治区,疾病救助,2
延安扶贫助农计划,53917540213057688JE22825,2020/11/5,2021/5/4,为贫困果农提供技能培训和种树补贴，营销延安苹果品牌,陕西省,济困救灾,2
大病患儿的希望之光,53485364460390431LL70763,2020/8/19,2021/5/4,帮助大病患儿重建治疗和生活的信心,全国范围,疾病救助,2
7个月玉珠的心希望,53851636048933915KH45066,2021/4/30,2021/5/3,法洛四联症、室水平双向分流……急需手术，家庭无力负担,北京市,疾病救助,2
助力寒门学子,53503489986703107KQ77472,2021/4/30,2021/5/3,10分关爱，让三姐妹完成学业梦想,重庆市,教育助学,2
先心宝贝启彭盼救心,53382247301010824BV23383,2021/4/30,2021/5/3,先天性心脏病，重度主动脉瓣狭窄，急需手术,北京市,疾病救助,2
挽救12岁女童生命,53777119449329884YT33186,2021/2/5,2021/5/3,9年再障12岁女童急需骨髓移植，请您伸出援助之手,天津市,疾病救助,2
大病家庭的希望之光,53291388852701090FE83176,2020/11/4,2021/5/3,每个人都献出一份爱心，给大病的家庭带来希望。,全国范围,疾病救助,2
从死神手抢回女儿命,53764547514038365RS71738,2020/11/4,2021/5/3,14岁初三女生5个月治疗花费150万，急需您的帮助！,山东省,疾病救助,2
癌魔笼罩的凄苦之家,53208076564999690TD48211,2020/11/4,2021/5/3,1个家庭3人患癌，身患恶性肿瘤的她需要社会的关爱,河南省,疾病救助,2
白血病男孩盼救助,53115792127514519AT46261,2020/11/4,2021/5/3,小翔患白血病，费用缺口大，急需救助,河北省,疾病救助,2
孤儿寡母重病难耐,53201172723175953CE37717,2020/11/4,2021/5/3,患者突发重病却无依无靠。,广东省,疾病救助,2
昔日女强人求救助,53710943785903532KB56341,2020/11/4,2021/5/3,伸出援助之手，助患者早日康复,河南省,疾病救助,2
明德阳光清尘助学,53753816798165857FB42476,2020/8/13,2021/5/3,一年两期走进山区，助学尘肺病人的子女，助力知识改变命运,陕西省,教育助学,2
给特殊孩子一片晴空,53877065986699538XU59503,2018/5/3,2021/5/3,帮特殊孩子享有公平教育、就业机会及建立护佑之家,辽宁省,其他,2
让生命不再流浪,53391821608495221JL61814,2021/2/7,2021/5/2,您的一份爱心，便是流浪动物的一顿饱饭！,全国范围,自然保护,2
帮高原贫寒家庭过冬,53201331941021505MS55571,2015/8/25,2021/5/2,您每献出一份爱心将为高原地区贫寒家庭送上新春祝福与温暖,中西部地区,济困救灾,2
“脑瘫拳王”盼救父,53361465923738677LZ45413,2020/11/3,2021/5/2,[脑瘫拳王]阿强父亲身患尿毒症，他想重返拳台为父筹钱,天津市,疾病救助,2
4岁独眼天使,53293796093401916MZ67926,2020/11/3,2021/5/2,4岁女孩，只有一只眼睛，不会吃东西，不认识妈妈....,陕西省,疾病救助,2
病情危急的慈母,53644722746804372DU14635,2020/11/3,2021/5/2,病情告急也未告知正在上学的孩子。,河南省,疾病救助,2
关爱被遗忘的英雄,53914048320611850GS73811,2020/11/3,2021/5/2,为50个失智的贫困老人募集照护善款,全国范围,疾病救助,2
萌宝急待康复治疗,53806709578673443UH41319,2020/11/3,2021/5/2,宝宝患病全家不安。,河南省,疾病救助,2
携手给孤寡老人点爱,53656836105193099AB34096,2020/11/3,2021/5/2,每献出一份爱心，可以帮助孤寡老人募集生活必需品。,吉林省,济困救灾,2
请帮助我们活下去,53857227795179307SX16794,2020/11/3,2021/5/2,帮助艾滋病儿童做病毒载量检测，宣传普及艾滋病预防知识,全国范围,疾病救助,2
痛失父母后又患血癌,53789781265490907RL72540,2020/11/3,2021/5/2,为贫困大病患者筹集医疗费用,甘肃省,疾病救助,2
可爱小原盼救心,53967883938723025WE59482,2020/11/3,2021/5/2,复杂先心病患儿，急需心脏手术，家贫无力负担,北京市,疾病救助,2
汉服汉礼助残行动,53992056046562001SH44033,2020/5/13,2021/5/2,衣以养形礼以修身，助力残疾人建立文化自信，创造幸福生活,四川省,其他,2
急救9个月小萌淇,53505412231979492BZ20676,2021/4/30,2021/5/1,复杂先心病患儿，急需手术，家庭无力负担,北京市,疾病救助,2
圆残障儿童康复梦,53501939035850404GK37589,2020/11/2,2021/5/1,残障儿童0-12岁是最佳治疗康复期，错过此期，则残障一生。,四川省,疾病救助,2
远山温暖计划,53326897513749103CY53003,2020/11/2,2021/5/1,为四川万源市乡村学校捐赠教学物资和美育课程。,四川省,教育助学,2
以爱点亮生命之光,53751220176924496JB18885,2020/10/12,2021/5/1,提供贫困家庭重病患者治疗期间的治疗费用和生活补助,全国范围,疾病救助,2
双重疾中挣扎的女童,53630543704151891NF99916,2020/11/2,2021/5/1,雨涵身患两张疾病，被病魔重重折磨，急待救助,黑龙江省,疾病救助,2
见义勇为奖励慰问,53734848558046487GE51462,2020/11/2,2021/5/1,奖励抚恤慰问见义勇为人员，让其感受到社会温暖。,广东省,其他,2
我想要重见光明,53769687173360975XA82269,2020/11/2,2021/5/1,身患视路胶质瘤的翔翔渴望重见光明,江西省,疾病救助,2
街友新生活计划,53824017734559914OS40662,2020/8/21,2021/5/1,为流浪者提供帮扶关怀，回归家庭社会，有信心开始新生活,全国范围,其他,2
自立的希望,53821831375493304BY10306,2020/6/19,2021/5/1,为脑瘫儿童开展手术和康复治疗，体外压力波辅助改善自闭症,全国范围,疾病救助,2
脑瘫患儿救助,53900741767165935GG34258,2020/3/21,2021/5/1,甘肃省扶贫基金会为每一个脑瘫患儿献出一份力量,全国范围,疾病救助,2
小白复发命运难测,53930687062304008ZP69500,2021/3/17,2021/4/30,历尽万苦终于移植成功，谁成想又复发，她到底该何去何从？,贵州省,疾病救助,2
有太极，帕不怕,53685974563983763JY56033,2019/4/11,2021/4/30,与权威医学专家合作，开展太极拳辅助治疗帕金森病公益班,全国范围,其他,2
不能再次失去儿子,53146707815260383XI46371,2020/12/4,2021/4/30,长子患病不幸离世，小儿子如今患癌面临生死,广西壮族自治区,疾病救助,2
记者妈妈盼救血癌女,53749479337525058NE93895,2021/2/3,2021/4/30,曾经扶贫记者为两岁血癌女儿泣血求助,全国范围,疾病救助,2
血癌小伙成为抗疫人,53977694741368607AW53326,2021/1/18,2021/4/30,身患白血病的他，加入了抗新冠的志愿团队。,全国范围,疾病救助,2
孩子别在黎明前倒下,53239256701418926BW71683,2020/11/27,2021/4/30,小宇身患慢性肉芽肿，移植后急需排异治疗。,河南省,疾病救助,2
单亲妈妈救娃的坚持,53223605574103474DS85812,2021/3/15,2021/4/30,昂贵免疫治疗阻断3岁女童生路，单亲妈妈带女儿艰难求生,山东省,疾病救助,2
白血萌娃夏夏抗癌路,53619419167114175HT89036,2021/3/5,2021/4/30,萌娃夏夏，目前卡替前处理，高额治疗费用无力承担，盼捐,安徽省,疾病救助,2
帮帮“奥特曼男孩”,53962797195872576QM40392,2020/12/23,2021/4/30,男孩天真愿望变成奥特曼，打败病魔，永远陪着爸爸妈妈,安徽省,疾病救助,2
青少年可持续发展,53232058349222625SS74903,2020/8/19,2021/4/30,我们将带领青少年群体积极支持公益，参与公益，传播公益。,广东省,教育助学,2
流动儿童圆梦计划,53766106762047212JX73155,2020/8/12,2021/4/30,献出一份爱心，圆流动儿童一个梦想。,广东省,教育助学,2
助力好人温暖前行,53274522453108541OG85519,2019/11/8,2021/4/30,伸出援手，让深陷困境的好人不再流泪！,全国范围,济困救灾,2
急救特殊家庭的依诺,53321156623175088WG37636,2021/3/19,2021/4/29,依诺患有急性淋巴细胞白血病高危，急需治疗费用，盼捐,江苏省,疾病救助,2
60后父亲救血癌女儿,53130445694124129SM89885,2021/3/11,2021/4/29,帮助60后父亲的血癌独生女筹集救命钱。,浙江省,疾病救助,2
我想去爬爬长城,53143884026273330XC43224,2021/4/16,2021/4/29,为白血病患儿涛涛筹集后续康复治疗费,河北省,疾病救助,2
血癌村官的公仆梦,53294635413673616TX51318,2020/12/1,2021/4/29,李颂涛患有急性非淋巴白血病，急需救助。,河南省,疾病救助,2
伸出援手相助小佳海,53223340888855788OV81612,2020/12/2,2021/4/29,佳海患有复杂性先天心脏病急需治疗费用，盼捐,四川省,疾病救助,2
辛劳父亲捐肝救女儿,53681985462201512AJ24902,2020/12/17,2021/4/29,希希患有胆道闭锁急需治疗费用，盼捐,重庆市,疾病救助,2
让艺术照亮星空,53636484243527909ZA18991,2020/8/4,2021/4/29,帮助自闭症患者家长及监护人探索、发现心智障碍者兴趣特长,全国范围,教育助学,2
彩虹视界2020,53849619668459439TQ59137,2019/7/4,2021/4/29,伸出你我双手，让近视、弱视、视觉障碍儿童少些！再少些！,河南省,疾病救助,2
药神计划,53135996395454387ZW90146,2020/8/14,2021/4/29,为罕见病、大病（肝癌等）困境患者提供资金援助,北京市,疾病救助,2
大病家庭关怀计划,53893578325741979NJ20370,2020/8/14,2021/4/29,每10元钱给贫困大病家庭送去一份希望，减轻家中老人负担,全国范围,疾病救助,2
男子为家庭咬牙坚持,53120060097961265CP40558,2020/12/31,2021/4/28,血癌父亲艰难抗癌路，为了家人也要好起来,湖南省,疾病救助,2
哥嫂卖房救血癌弟弟,53221112546661343IK15099,2021/4/8,2021/4/28,困难家庭遭遇血癌维持治疗,河南省,疾病救助,2
爱女患上血癌盼救助,53215196855051938FE45286,2021/2/22,2021/4/28,为白血病患儿彤彤筹集移植后期排异费用,河北省,疾病救助,2
7岁罕见病女童心愿,53363847485734583NH94188,2021/4/12,2021/4/28,7岁的谭诗雅患浆母细胞淋巴瘤即将移植，急筹治疗费用,湖南省,疾病救助,2
大病家庭的重生之路,53710678732945855OT34779,2020/12/21,2021/4/28,帮助重大疾病家庭，让他们有对抗疾病的勇气。,全国范围,疾病救助,2
父母患病中的女孩,53180135381693552QE35183,2021/4/27,2021/4/28,为特殊家庭孩童解决食宿,内蒙古自治区,教育助学,2
爱笑的晨丰盼救心,53935340004143168DE93706,2020/10/30,2021/4/28,复杂先心病患儿，急需二期手术，家贫无力负担,北京市,疾病救助,2
为小涛燃起康复希望,53584481962039580RT39551,2020/10/30,2021/4/28,为小涛筹集医药费给他燃起康复的希望,河北省,疾病救助,2
为孤寡老人修缮房屋,53364041485580285HE56730,2020/10/30,2021/4/28,为贫困孤寡老人修缮房屋，让老人有一个舒适的居住环境,河北省,济困救灾,2
为大病家庭撑把伞,53152351735135855OI84954,2020/8/6,2021/4/28,帮大病患者筹集治疗费用和生活费用，减轻家中老人负担,全国范围,疾病救助,2
深圳湾候鸟守护行动,53207595541779997AB24220,2020/7/16,2021/4/28,禁止投喂，正确爱鸟，一起来守护候鸟。,广东省,自然保护,2
食闭宝宝的生命线,53742235518220358ZV40523,2020/6/1,2021/4/28,为瑶瑶筹集手术费用,辽宁省,疾病救助,2
拯救鱼荒，还海以鱼,53191339758142139RG95919,2020/2/6,2021/4/28,用科学海洋生物增殖放流方法，以鱼养渔，还大海一片生机。,广东省,自然保护,2
平安行动,53829363071936823KG43121,2019/8/20,2021/4/28,让更多的人掌握应急救援技能，不再被意外夺走生命,广东省,教育助学,2
SEL助力西部教育,53397173505732881WF40386,2019/8/6,2021/4/28,带西部孩子玩小游戏悟大道理，培养孩子的社会情感学习力,全国范围,教育助学,2
测试老项目关联,53408689439596838EI78560,2021/4/27,2021/4/27,测试,江苏省,疾病救助,2
小浩然的心生,53404766614543435HP45649,2021/4/25,2021/4/27,来自内蒙古的复杂先心病患儿，急需手术，家庭无力负担,北京市,疾病救助,2
急救命悬一线家纶,53137384267262594UX80194,2021/3/15,2021/4/27,家纶患有克罗恩，急需治疗费用，盼捐,江苏省,疾病救助,2
急救双双患病兄妹俩,53106259144205118AB84563,2020/12/17,2021/4/27,梦婷摔伤后脑造成偏瘫等、油旭患重病，盼捐,江苏省,疾病救助,2
10岁男孩 双癌缠身,53812237774907468VT75500,2021/1/22,2021/4/27,为患肝胚胎性肉瘤以及神经母细胞瘤的小宝筹集治疗费,贵州省,疾病救助,2
请帮帮脊椎损伤的我,53758192017942306EW14671,2021/3/16,2021/4/27,脊髓损伤并下肢瘫痪的顶梁柱盼救助。,全国范围,疾病救助,2
被爸爸遗忘的血癌娃,53780235449867616AN35245,2021/2/19,2021/4/27,6岁娃遭遇血癌，爸爸却失联不见,河南省,疾病救助,2
男孩7年两次患癌,53299347047711790ND22137,2021/1/13,2021/4/27,13岁男孩小谦，两度患癌盼救援！,全国范围,疾病救助,2
二次移植的患癌母亲,53544576289367166CY49793,2020/11/6,2021/4/27,34岁的小红，移植后半年复发，二次移植后盼救援！,河北省,疾病救助,2
大病家庭紧急救助金,53855516642621897BN49791,2020/10/29,2021/4/27,助大病患儿早日摆脱病痛，为大病家庭送去希望,全国范围,疾病救助,2
我想有个“家”,53109357580307056SF11338,2020/4/26,2021/4/27,重建导盲犬基地，助力视障人群出行。,陕西省,疾病救助,2
给流浪动物一个家,53189473882365186QT98508,2019/4/24,2021/4/27,为大连500多只流浪毛孩子筹集租金和狗粮,辽宁省,其他,2
儿留下的骨肉患再障,53153853712548318RZ90543,2020/12/24,2021/4/26,他失去女儿，失去儿子，现儿子留下的唯一骨肉患重病,全国范围,疾病救助,2
患血癌的我想活下去,53856370705293130JY66283,2020/12/31,2021/4/26,十岁小学霸白血病复发，贫困农村家庭难以支撑医疗费用,全国范围,疾病救助,2
一岁半女童病房求救,53366514425797722DG47437,2021/2/2,2021/4/26,一岁半小女童不幸患白血病，治疗已经让家里负债累累,全国范围,疾病救助,2
奶奶砍柴救孙锯断手,53146199873569125RL55170,2020/12/10,2021/4/26,睿睿7岁患神经母细胞瘤，急缺医疗费用,全国范围,疾病救助,2
九岁男童抗血癌四年,53347312497333990AJ96241,2021/2/4,2021/4/26,9岁小男孩不幸身患白血病，父母拼尽全力已负债累累,全国范围,疾病救助,2
单亲妈护血癌儿十年,53928949211988723EI57138,2021/1/19,2021/4/26,单身妈妈泣血求助，抗癌十年只为帮儿子圆梦,全国范围,疾病救助,2
血癌男孩说太痛了,53538299724247497UZ22259,2021/1/19,2021/4/26,十三岁的嘉劲抗白三年又复发，盼救援,全国范围,疾病救助,2
5岁男童的抗癌之路,53983255697691042ET50413,2021/1/13,2021/4/26,5岁男童患白血病，农村家庭不堪重负,全国范围,疾病救助,2
4岁血癌女童求生路,53582342792699075TU29873,2021/1/11,2021/4/26,帮帮四岁血癌女童，让她可以拿起画笔画出属于她的精彩人生,全国范围,疾病救助,2
爷爷放弃生命救孙女,53617900652803051IB14112,2021/1/8,2021/4/26,爷爷确诊脑瘤愿以命换命，父母卖房救女,全国范围,疾病救助,2
顶梁柱患白血病,53626363642404248RN92180,2021/1/7,2021/4/26,顶梁柱患血液病，花费巨大，无奈向社会求助,全国范围,疾病救助,2
宝宝夭折宝妈又血癌,53599165812610471BT32662,2021/1/6,2021/4/26,她是人民教师患血癌，获奖无数渴望回到学校,全国范围,疾病救助,2
8岁女孩六年抗白,53944394277636264NL73740,2021/1/5,2021/4/26,六年抗白，孩子我什么时候才能带你回家,全国范围,疾病救助,2
患血癌的我不想截肢,53880314049430818YI48449,2020/12/29,2021/4/26,与白血病抗击9年，面临高位截肢,全国范围,疾病救助,2
妈跪地求医救血癌女,53186390241487711QG54239,2020/12/29,2021/4/26,16岁心雨患白血病，80岁奶奶脑萎缩无法自理,全国范围,疾病救助,2
患血癌的你要留下来,53488477826043222WO65910,2020/12/24,2021/4/26,冒着生命危险生下的小心心患血癌，治疗路艰辛无比,全国范围,疾病救助,2
